comment_id,comment_text,like_count,reply_count,emojis
UgzUZVSESZrq9u-acm94AaABAg,so sad to listen such a voice been lost behind the simple life.. it could be amazing to listen again what u got there..love,2,0,
UgyWy6Ze_s84xLQY3AZ4AaABAg,❤,1,0,❤
Ugwxy-c4h1tNPRkj6FB4AaABAg,Əsgərlikdən gəlməyimə 6 ay qalib gələndə birde yazacam,11,0,
UgxIpDtTlWmh9Y9N1nF4AaABAg,2026 + 😕,0,0,😕
UgxyZd1m5msE73JagsJ4AaABAg,❤❤❤❤❤❤❤❤❤❤❤,0,0,❤❤❤❤❤❤❤❤❤❤❤
Ugw1r-cTM2eM-UweiTF4AaABAg,SPOTİFY'A DA GELMİŞ İŞTE BU BE İŞTE BU,2,0,
Ugy5Tdc4rvg_kt0Bpj94AaABAg,"Bugun atami itirdiyim gunden 2 il otur, men her gun bu mahniya qulaq asiram ve atamin menden xercengin almasini hezm ede bilmirem hele de. Dunyanin en uzun gecesi atami itirdiyim gun idi,  hec vidalasa da bilmedik…",8,1,
Ugzps0h8HjrAQly9x3p4AaABAg,2026 ilk gunu,1,0,
Ugz_Gs7IIAXql-x2MJt4AaABAg,2026 ilk yorumu ❤,1,0,❤
UgyYvwpBqYln1zuLcOh4AaABAg,Azərbaycan xanım bəstəkarlığının zirvəsi Elza xanımdır gəlmiş keçmiş,2,0,
UgxhwyOzPvLzgNOXTLR4AaABAg,Cann),1,0,
UgxVH4KbhMULEunqQXt4AaABAg,Hamiya Salam.,3,0,
UgzPtRIPuB-Wr7-Htkt4AaABAg,ROZA ZƏRQƏRLİNİ DƏ AZ DƏYƏRLƏNDİRDİK. İNDİ BİR MAHNI ONU MƏŞHUR ETDİ. İSTƏDİM,1,0,
Ugz1uaHhxbmIdaC-Zgx4AaABAg,Çox gözəl mahnıdı başa düşənə 😢,4,0,😢
UgwgKtmD10aPPGsoeEF4AaABAg,"Həyatda heç vax, məyus olmayın, itirdim fikirləşəndə, bəlkədə xilas olduqlarınızdı.",3,0,
UgzfhLKF0fM3OGBFXS94AaABAg,"Yalvarıraaam gəlmə sabah
Kreditin son günü kaş olmayaydı",3,0,
UgxB5gMHyqrex8EFuhx4AaABAg,Bu mahnı o qeder derın menası var cox sevdıyım ınsandan vaz keçmək xəyallarımızın yarım qalması siz siz olun sevdiyinizdən keçməyin zaman keçdikcə yoxluğu sizidə yox edəcək amma əlinizdən heçnə gəlməyəcək..,1,0,
Ugz4OA0qEOTl60O1Xf94AaABAg,Elza xanım çoxx gözəl ifaları var❤️,0,0,❤
UgyhOVHHVLYnGTtPyhB4AaABAg,Allah rəhmət eləsin😢😢😢😢😢,0,0,😢😢😢😢😢
UgzJOnRioN6FXI1nA054AaABAg,❤,0,0,❤
UgwQo1G8AIZISiFQjJp4AaABAg,"Səsi var amma oxumur.
Gedir gic-gic şeirlər yazıb özünü biabır edir. Heyif ,sənə, heyif",3,0,
Ugx6tbbB9iyDP1ITK8B4AaABAg,"Möhtəşəm İfa və Möhtəşəm Bəstə 
Mahnı üçün çox sağolun Elza xanım
Çox təəssüf ki, çox insanlar Sizi anlamır . Anlayanda çox gec olacaqdır. 
Elza xanım möhtəşəm insandır 
Bu mahnını Elza xanımın və Çinarə Məlikzadənin ifasında sevirəm.  Hər ikiniz ❤️❤️",0,0,❤❤
Ugxh07hWMiF_olcjiCN4AaABAg,Elza kimi havalanacam sonunda yəqin ki,1,0,
Ugx5CK4WpE15_qNODVl4AaABAg,"Elza Xanımın şeirlərini bəyənmirəm, amma mahnılarını bəyənirəm 👍👏",1,0,👍👏
UgzM4UHO3Nr_e1m7fPp4AaABAg,"2026-a 1 ay qalıb, kim qulaq asır?",212,18,
Ugy4lxDQ8IaWgl7xoEZ4AaABAg,11.12.2025. ilin sonları. Kim var bəyəni atsın❤,2,0,❤
UgwIX5KkpP_4NdUXI7B4AaABAg,"Allah seni kaski menim qarsima hec vaxt cixartmazdi
Bugunde yasamagim ogluma goredi",0,0,
UgyFPArKP0lvrFT4Km54AaABAg,Düzdü 😂,0,0,😂
UgzEz0HKsGvVevMvQzd4AaABAg,Yadda qalacaq ən möhtəşəm mahnı və ifası kaşki yadımızda elə bu mahnı ilə qalardı 😢😢😢,0,0,😢😢😢
UgyTFdykF8ZyEyMhDVB4AaABAg,gel indi weekend sohbeti geden  kruqda Elzaya qulaq asdigini denen,7,1,
Ugz_x__7IfdWE9DYmq54AaABAg,Men hardasa oxudumki bunun sozderini Mikayil Musviq yoldasina yazib yada Dilber xanim seher bilirki Mikayili aparacaqlar yazib.ama Allah ikisinide rehmet etsin nur icinde yatsinnar eser qoyub gedibler nakam Sevgi nakam aile 😢,1,0,😢
UgzUuiqh88quXzUVe3V4AaABAg,Her gunde olmasa tez tez,1,0,
Ugw6tlccZrjkE8M5wd14AaABAg,🫁👥,0,0,🫁👥
UgzB1efaXeV7fg0xsBR4AaABAg,Azerbaycan estrada musiqi tarixinin en boyuk shedevr musiqilerinden biri❤,0,0,❤
UgyfIWgOv4LdZdfO8mF4AaABAg,2025 noyabr,1,0,
Ugwmo8JD2uU7COpLxft4AaABAg,Əməliyyatıma 2 gün qala bu mahnını dinləmək qəribə gəldi biraz.. İnşallah son vida olmaz. Çünkü 2 yaşlı oğluma təkrar qovuşmaq istəyərəm..😔,10,7,😔
UgwQQ9sl_YfK1LSwdEd4AaABAg,Elza Seyidcahan xanımın ŞAH əsəri!!!,1,0,
Ugy1eQ_lWrHrBJiJVnV4AaABAg,"Elza xanım, bir şair kimi bir heçsiniz, amma, müğənni, bəstəkar kimi çox əla! Heyif ki, bayağı şairliyinizlə dəyərinizi sıfır edirsiniz!",0,0,
Ugx8uGghGzCxkquWr7d4AaABAg,Elza bunu oxuyannan sonra deli oldu ),0,0,
UgzvIJnV08BJLM-Rhj14AaABAg,Möhtəşəm sadəcə. Bu mahnını hər hüceyrəsi ilə yaşayıb,0,0,
UgyHSupkRsXt_UUBK0Z4AaABAg,Elzaya noldusa bu mahnıdan sonra olduuu,0,0,
UgxjdXkcJgee0-jSn6x4AaABAg,"Dehşet!Bu neca eserdi,adam ancaq gozuyumulu qulaq asir,teşekkurler,bu gözel ifa uçun.",1,0,
UgxrA7nvQYNdLYg4b4N4AaABAg,Xalxın uşağı ❤,0,0,❤
UgxLD_aY5aKf-acfnqF4AaABAg,Bu son vida......,1,0,
UgwU_PrGzK1ri6A86Vx4AaABAg,Aida seni indi istemesemde bu mahni hemise seni xatirladir,1,0,
UgwO0Stgr3O081SCPhN4AaABAg,Çox gözəl oxuyur....,2,0,
Ugz01cGc_SWhF1gKP6V4AaABAg,❤❤❤,0,0,❤❤❤
UgzfrS3xfMd4Gop8QhZ4AaABAg,Allah rəhmət etsin məkanı cənnət olsun 😢😢😢,0,1,😢😢😢
UgxDhC1ajp3flxD65JF4AaABAg,Elza bunu oxudu sora havalandı bəkədə ),1,0,
Ugwzu8SZcm5Xy4Qnosp4AaABAg,Həqiqətənde çox gözəl mahnıdı ❤,1,0,❤
UgxhkVSldJN7ruT7WNl4AaABAg,"Kaş həmisə bəstələyəydiz ,seir yazmayin",0,0,
UgzMTUINSXRfYlx57et4AaABAg,Niyə rəqəmsal platformlarda yox heç bir mahnısı?,0,0,
Ugxox7TyB5xfcQ-1EqJ4AaABAg,15.11.2025,0,0,
UgzMC6SWWtr3WV3cG0Z4AaABAg,Heç inanmazdım ki gün gələr elzaya qulaq asaram,1,0,
UgypO3QsSlOzxuPUZLl4AaABAg,Bunu sən oxuyursan 😢🤭👍🏻😔😔😓😭,0,0,😢🤭👍🏻😔😔😓😭
UgzcHTRv8fU0FCeWsaN4AaABAg,eserdi❤,0,0,❤
UgwWkufs_21s5p4XECJ4AaABAg,Musiqi çhox seyi İzah edir,1,0,
UgwDDlsNpmN1j8j-X6x4AaABAg,kaw 🖤,0,0,🖤
UgwpKIzg7lS9Xh6HcEB4AaABAg,Bunun ağır- ağırda başı getdi,1,0,
Ugw6svSHto_evDJPRKh4AaABAg,her defe deyirem Elza Xanim evvel bele mahnilar yazdi Gordu deyer verilmedi gic gic adamlara gic gic mahnilar trend oldu basdadi Seviyesin uygunlasdirmaga trend edenlerle,0,0,
Ugz7Lhd_Dl-QnZ9Qdd94AaABAg,"Niyə oldun axı ""şair"" gəl qayıt bəstəkarlığa😢",1,0,😢
UgxSpQzzbsf39hqnsJh4AaABAg,Mükemməl (( hayıf sizdən Elza xanim,2,0,
UgyJlPPvja1JK-5XEHN4AaABAg,Bir sözlə möhtəşəm 😍,0,0,😍
UgxIw_FFrdPZLzZn9wx4AaABAg,"gelme sabah,bitme gece , qizimi elimden alacaqsan gelme sabah 😢😢😢😢😢😢😢😢",0,0,😢😢😢😢😢😢😢😢
Ugx365bB3cJVnxxqjuJ4AaABAg,😍,0,0,😍
UgzsRAHC3-FoHTPUdrN4AaABAg,Mələk səni sevirəm....,0,0,
Ugx1J9p6HGYfxTKv4pl4AaABAg,"Bu yaşa qədər bildiyim 4səhvin 1düzü apardığı idi.
Bu musiqidə öyrəndimki bəzən 1düz bütün səhvlərini silə bilər yada bir səhv butun düzlərini...😑😔",1,0,😑😔
UgyTjwQpy_FKxeWobZt4AaABAg,"2026cı ildə inşəAllah sağlıq olsun, xatırladarsınız. Daxil olub yenidən dinləyərik.",0,0,
Ugx5JBeQFVPCCQWpXc14AaABAg,hemişe güldüren Elza bu defe düşündürdü,0,1,
Ugya0M5AbhrzDYQ6hYl4AaABAg,Ümid eliyirəm daha çox xoşbəxt olarsan 🚬,1,0,🚬
Ugwm7moSuzELKJvG6lB4AaABAg,Kaş bu görüş olmayaydı..06.07.2025...,2,0,
UgypraLyjkC7FCuHdHt4AaABAg,Deyilene gore elza bu mahnidan sonra deli oldu,2,1,
Ugxpnnus6YIsfw3HHQp4AaABAg,Deyirlərki elza bu mahnıdan sonra dəli olubb,1,0,
UgyNfCXWC7UaYcsbmfd4AaABAg,"Elzanın tək şah əsəri. Kaş bütün ifaları mahnıları bu cür olardı.özünü şairə adıyla biyabır etdi, gözden hörmətdən saldı",2,0,
UgyvcQ7xnro1-CKk8cB4AaABAg,Elza xanımın bu əsəri bəsdir ki musiqi tarixinə düşsün 👍😔,10,0,👍😔
UgxXsdLARo2Be7VjUqN4AaABAg,Pisdir,0,0,
Ugw11YNNj21JQNxOSHF4AaABAg,"Uzun uzadı paraqrafın adı yoxdur, o gecə o gecədə qaldı, sabah da gəlmədi.",1,0,
UgzVJDe47RKJnRh5Icp4AaABAg,Mahnılarıyla başa salmag istədi bu millətə dərdini başa düşülmədiyini görəndə millətin başa düşəcəyi şəkildə şeirlər yazdı,3,0,
UgzajEZmfCe-tVKH0f54AaABAg,"Elzanın bu əsərini kəşf etmisinizsə artıq böyümüsünüz deməkdir))
Böyümüsünüz və hələ Həyatı indi Dərk Etmisiniz...",45,0,
Ugz0vmBLHry5ODd95nN4AaABAg,Cox sevirem bu muzik 😢,2,0,😢
UgxqfMrXVe1oYH5-BTd4AaABAg,2026 da qulaq asan var?,12,1,
UgyLnV3191SXF4SqXAF4AaABAg,Zaman zaman dinlədiyim və hər dəfəsində ən azı 10-15 dəfə ard-arda dinlədiyim və şok yaşadığm mahnı. Bu yaradıcılığı davam etdirməyib bizi belə mahnılara/əsərlərə möhtac qoymaq böyük haqsızlıqdır.,14,0,
UgwR_QfwddfOlG28F4R4AaABAg,Çoxda çox super axıı❤,2,0,❤
Ugzmqc2tAeUev737-Lp4AaABAg,"11 iyul 2024 il. Gecədi, səhər başqa ölkədən atam gələcək, amma bu dəfə ona hələ də yaraşdıra bilmədiyim poladdan bir qutuda. O gecə ömrümün ən uzun gecəsi oldu, səhərin açılmasını isə heç istəmirdim. Çünki hazır deyildim bu son vidaya. Mən də yalvarırdım sabah gəlməsin, necə qarşılayacaqdım, necə sağollaşacaqdım, necə ayrılacaqdım? Amma o səhər açıldı, atam gəldi, qucaqladım, sağollaşdıq... Uşaqlıqda bu mahnıya qulaq asanda mənasını başa düşmürdüm, indi isə yaşayaraq başa düşdüm. Kaş bu görüş olmayaydı, səni məndən almayaydı bu son vida, bu son görüş, papa... İllər keçsə də, mən o son görüşdə yaşayıram. Yenidən görüşmək ümidi ilə yaşayıram.",4,1,
Ugym9rGHHJm2Bfml1-p4AaABAg,Elza xanım bu mahnıdan sonra dəyişdi…,1,0,
Ugxrdafred8CeVtxrfp4AaABAg,👏🏼👏🏼👏🏼👏🏼👏🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼,1,0,👏🏼👏🏼👏🏼👏🏼👏🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼
Ugw57BdQ61-hWZfFGzd4AaABAg,Mən bunu niye indi bilirəm🥺,7,0,🥺
UgzxQanWwQYngD-fYY14AaABAg,1:08❤,0,0,❤
UgzTWB4_smu-43mIklF4AaABAg,Kim inanarki elzaya qulaq asırıq,98,2,
UgyTgMCKk6c5wv7uguV4AaABAg,Bu son vida,2,0,
UgwyJDLS9jytuGEFaiJ4AaABAg,2025 dinləyənnn?,6,0,
Ugxy4UFtH2KTHS9iWSR4AaABAg,Elza özü çox gözəldi təbii ona görə  ona paxıllıq edirlər əsl musiqini təbliğ edir mənim gözəl Sumqayıtlım,5,1,
Ugw10_bLclfkYdeYcXB4AaABAg,bu əsər şedevrdir.,5,0,
UgyU1pKJQgsPwcAM1B94AaABAg,Bu mahni kimi gözəı mahni yoxdu 🫠,4,0,🫠
UgzbDcKcaA2dvUknBbl4AaABAg,Elə ən normal sonuncu musiqisi bu oldu,1,0,
UgzVL-K6uCaf8_4mRTl4AaABAg,))),2,0,
Ugx93h-C_SflFX9cn6h4AaABAg,Bu mahnının spotify-da olmaması Isveç hökümətinin ayıbıdır,4,0,
Ugz73vL3JQP_i3BqBzh4AaABAg,"Seirleri nece yazir yazsin,evezolunmaz bestekardir...Ne yazsa da,nece yazsa da menim ucun Elza Seyidcahan mukemmel bestekardir...Zeheri de mene bal dadir",1,0,
UgxhFEMX0PrPf5lt7KB4AaABAg,"Hardan hara, bu cur mahnidan sonra o seirler nebili da",1,0,
Ugzuh4K8udv3BMhoZwx4AaABAg,11. 09. 2025,0,0,
UgwOv2gEBT30J2d6cJl4AaABAg,A song from Elaine?,1,0,
UgwRH2mbhOUIrOuMSo14AaABAg,2035 də dinləyənlər?,3,1,
UgzbtbXsAXfN5xfkYop4AaABAg,""" Kaş bu görüş olmayaydı """,3,0,
Ugz8yfR-kxHl42NCf0N4AaABAg,"tək bu ifaya görə böyük hörmət qazanmışdı, şeirlərlə məhv elədi.Bəlkə də bu mahnını o qədər ürəkdən oxuyub ki sonra ağlının bir qismini itirib.",2,0,
UgzTogtfkOe3LjpSDoh4AaABAg,Bu mahnini Flora xanim ifa etseydi daha yaxsi olardi onun sesine uygundu,1,0,
Ugy-XLIt9kNAaihALv94AaABAg,❤,1,0,❤
UgzzUZCUTLJjRTSabWp4AaABAg,Yaxim sizin agziniza  besteleyenle bu mahni ni besteleyenle nece eyni ola biler axi🥹🎧,1,0,🥹🎧
UgyThnq7EpWg5KYWWW94AaABAg,Bu mahnıdan sora o şeirləri yazmağa başlıyıb,2,0,
UgxIPyTejnQMDzTdYZR4AaABAg,Hər bir insanın həyatında sabahın açılmasını istəmədiyi gün mütləq olur…,9,0,
UgziyIR98qF0Lv6EMip4AaABAg,Düzdü indi qədrimi bilmirsən sənə görə mənasız biriyəm ama ümid edirəm ki maşınımdan tikələrimi ağlayaraq çıxaracaqsan),1,0,
UgxZ97bowheRR04Kaql4AaABAg,"O dünyanı görüb gəlirəm,hər dəfə..
qoy ruhumuzu belə musiqilər bəsləsin👏🏼",0,0,👏🏼
UgzLYFw5GMbcg1iBgM14AaABAg,Bu son vida...❤️‍🩹,2,0,❤🩹
Ugz0b6jScnZgsggQ-N54AaABAg,Cox sagolun Elza xanim iliklerime qeder hiss etdim musiqini 🥲💔,0,0,🥲💔
UgwTSiqWR-yayFUxVJZ4AaABAg,"Instagramda gəzirdim Manaf çıxdı qabağıma deyir, Elza yaxşı müğənni olsaydı toyları olardı.",3,2,
UgzBnyC_1FWR23bfyZd4AaABAg,Elə əsər yaratdı ki bundan sonra dəli oldu,1,0,
Ugz8sgnaugqelvUZxcB4AaABAg,Niyə spotify-da yoxdu?(((,2,0,
UgwSFvNdKXT1FsmBZ094AaABAg,"Bu gözəllikdə mügənni ,özünü nə günə qoydu, heyif",2,0,
Ugxa-wBQmZXgV6B60bt4AaABAg,2025 18 avqust 23:20 dinləyəndə mənidə çağırın🙏🏻,24,0,🙏🏻
Ugz8mY_03MJoSuRI9Tp4AaABAg,Elza xanım imkan ver yataq saat 3ün yarsıdı,1,0,
UgxgX0Lx2yQ_wCbs03h4AaABAg,"""səni mənnən almayaydı bu son vida""🫠",1,0,🫠
Ugzc-2ZtFoWaY-epMfB4AaABAg,Yox  1968 də qulaq asıram😂😂,0,0,😂😂
UgzB8oKXANd_FWsR7z94AaABAg,Talehımın mahnısı😢,0,0,😢
UgyhVcEj_LZnk9VN1A54AaABAg,Sözlər kimə aiddir bilən varsa desin də,1,0,
UgwMVbRsBAKlRVqP_dx4AaABAg,Vay vay 😢,0,0,😢
Ugx5isK0Y6sgUQIor_F4AaABAg,❤❤❤,0,0,❤❤❤
UgxBUkeZ7Wo2h4WTbON4AaABAg,Bilmeden son görüşümüz oldu ikimizinde xəbəri yox idi bilse idim daha möhkəm qucaqlayardim),2,0,
UgymYHLbJSDi6-Vs3Wx4AaABAg,Çox ağırdı😢😢😢😢😢,1,0,😢😢😢😢😢
UgyERBbAdzk5flV2ZX54AaABAg,2025 avqustun istisi dinləyirəm❤😊,1,0,❤😊
UgzZusIvEOMJPZmqIFB4AaABAg,На самом деле Эльза ханум  очень красивая женщина👍👌..,0,0,👍👌
UgzH0m6rA44w_sI4I2p4AaABAg,Spotfy a yüklüyündə Elza Xanımm 🙏,0,0,🙏
UgwNfTRQ4JGoaXPi2HN4AaABAg,Əsgərlikdə dinlədiyim mahnı😑,0,0,😑
UgxAV9eiREtpv1y8H2V4AaABAg,Qulaq asanda xatırladırn,0,0,
UgyDKqz8SV6YvwWeqAh4AaABAg,2025 İyun ayında izləyəndə varmi,1,0,
Ugx4sPLekDf0GBK18yJ4AaABAg,Qəzama səbəb olan ifa)),1,0,
UgxefsIkRaL0ydGbQhh4AaABAg,Динлейирем❤😢,0,0,❤😢
UgzIQt-g0wHssJq06lx4AaABAg,"Bu gecə evləndiyini öyrəndim nədənsə bu mahnı çıxdı qarşıma. Mənim sol tərəfimi sındırıb könlümə od vuran insan.nəbilim, heçnə.",0,0,
UgxF2YFWTHPsGEJAjYN4AaABAg,2025 ci il və eyni mahnı,1,0,
UgwODMosYwsRIWHWPVd4AaABAg,Bu musiqi insana gözəl xatirələr yaşadır ❤,0,0,❤
Ugy3ZEtLY41_Aa-hhe14AaABAg,Qeyri adi musiqidi.❤😢,1,0,❤😢
UgyQyAtjl8Vtsz6ou494AaABAg,❤,0,0,❤
Ugw9T9gyZXTNQkdaYCZ4AaABAg,"Elza Hanım ne olur beste yapmaya devam edin, ben sizi dinlemekten inanılmaz keyif alıyorum ama şiirleriniz   , sizin kariyerinize uygun değil.  Sesinizi bestelerinizi sizi seviyorum. Elbette böyle mutluysanızda saygı duyarım 😊 Sevgiler",0,0,😊
UgzMXtcKLeNoirrtysx4AaABAg,"Elza xanım, bu mahnıya çəkilmiş klipi niyə yerləşdirmirsiniz? Uşaq vaxtı bu mahnının klipini tez-tez ABA TV-də verirdilər :(",1,0,
UgyBGNm_7aoe_AirB6h4AaABAg,Efsanedir bu mahni Elza x. adina musiqi adina❤,0,0,❤
Ugy_tOfOGZ69UHUn2Z14AaABAg,"derdin qeddimi eyecek nedir de, ay zalim)",3,0,
Ugy9YfGRYNwUc9jXOMt4AaABAg,Varmı bu mahnıya qulaq asıb nəsə hiss edə biləmyən ?,5,0,
Ugzo_NHbz6qM0Z125cd4AaABAg,Elza xanim bu sizin resmi youtube sehfenizdi.  eger bu komenti oxuyursuzsa emin olunki siz mohtesemsiz...,2,0,
UgzBAs7Nxnox17wuN594AaABAg,Cox agir mahnidi... Tebii ki anlayana ...,2,0,
Ugzcn2_ms2vuWyjgZLd4AaABAg,Ağzımızı Tikən Bu Deyil (2025),1,0,
UgyJKg3jxnMzfoKvgZN4AaABAg,Şedevr❤,1,0,❤
UgwkTm4FAWF18zHnI-54AaABAg,Dəhşət bir mahnıdır… hər dəfə qulaq asansa hönkür hönkür ağlayıram😢…,0,0,😢
UgzMKqXK0j7lSRTmQhR4AaABAg,Halal olsun sizə Elza xanım möhtəşəm.,1,0,
UgwQrk4e2QOIDLlLzKh4AaABAg,heyif senden ay Elza,0,0,
UgxdGKKewKcBB2-3FNx4AaABAg,Elza xanım... siz möhtəşəmsiniz!!!,0,0,
UgwzKvF0LpyghH0Kr114AaABAg,❤❤,1,0,❤❤
UgwBaeQLjnF259BhwS54AaABAg,Hemse şeirlərinen məzə edirdim amma bu mahnı məni məndən aldı. Bilmədim niyə.,0,0,
UgwWRlIYZvGSMDO9Oct4AaABAg,Üzün gülməsin heç vaxt...,0,0,
UgzEHHRrm6W9Zd6bLup4AaABAg,"Azerbaycan'a, Azerbaycan Türkü kardeşlerime bin selam olsun <3",5,1,
UgwBqHoFeIGYgCrJTvZ4AaABAg,bi Turk olarak Azerbaycanli arkadasimi dusunerek dinliyorum 🌟,3,0,🌟
Ugy_PHnqwZF4xv2aFCp4AaABAg,"Kaş bu görüş olmayaydı.
Nə hiss etdin bilmirəm. Səndəmi mənə belə baxdın? Onsuzda o baxışın içində başqa məna ola bilməzdi..

1il sonra adını belə bu gün öyrəndim. Amma sən mənim  həyatımda elə iz qoydun.. Gec oldu. Çox gec rastlaşdıq. Zaman bizi yanlış yerdə qarşılaşdırdı. Bu bir sınaqdır. Amma mən bu sınağı qazandım. Sən qəlbimin ən, ən gizli və ən özəl yerində mənimlə birgə öləcəksən🖤 
03.07.2025",0,0,🖤
Ugytmv9XvNU-f-33dY14AaABAg,Yalvarıraaam gəlmə sabaaaaah(imtahanım var)😂,2,0,😂
UgzQM2Ijf2wsBmIq1tF4AaABAg,Mən bu musiqini niyə indi kəşf etdim deyə özümə çox əsəbləşdim,0,0,
UgyTIcrlnW_0oN2CKKh4AaABAg,ELZA Bu.İfa apardí haralara ❤,1,0,❤
UgwlHqqZ7yQKWUDaiu14AaABAg,GÕZEL İFA 🎉❤,1,0,🎉❤
UgwJqZK6TZEtCA1twV14AaABAg,Supersiz elza xanim mohtesem eser,0,0,
Ugw4RMzMRAoKOut-u0x4AaABAg,Kimin yadinda 2000 ci illər,0,0,
UgwgCKy4B8CF0VyN5VB4AaABAg,"Ilk defe Elzanin 1 deqiqelik danisigini esidende , dedim ki bu cox felsefi savadli insandir. Gulenlet dusunme seviyesi asagi olanlardir. Onun her setrinde mena alti usyan etirazlar var. Bu fikirlerini bele gulush formasinda catdirmasaydi, o coxdan hebsde olardi.",0,0,
UgyJOdyhoJq5YumoKuR4AaABAg,Kaşş🤍,1,0,🤍
Ugwj5yS8DS_CcGHFDpZ4AaABAg,Gül kimi səsi var amma yazdığı küçə sözləri onu hörmətdən saldı!,2,0,
UgzCyc7omcn6hMLfSm94AaABAg,❤,0,0,❤
Ugx6JaLl2sdyJHtjI294AaABAg,Elzanın ağzımızı tikməyən vaxtları,1,0,
UgznGjvPi74KWPgosx94AaABAg,"Niyə yalan yazirsiniz ki,qadağa olub ! Floranin ifasinda da cox esidmişik! Flora Agadadas Agayev ilə də dava eləmisdi , küsülü oldular. 65 yaşımda tarix kecib yanimdan ....",0,0,
UgyUSyEpcJyB1I-YFVB4AaABAg,Güle güle şöle seni hep seveceğim 🤍,0,0,🤍
UgzDG12rYMP3f3bSdV94AaABAg,Şərhsiz🎧💆🏻‍♂️🎧,0,0,🎧💆🏻♂🎧
UgzfSNuDOMRq9d8nywN4AaABAg,Anam dünyasını dəyişəndə atam bu mahnını eşidəndə gözlərindən yaş axdı.İndi isə hər ikisi yoxdu mən.........,1,0,
Ugz1uVY7bZvesszMBB14AaABAg,İlk dəfə yadımda deyil dəqiq hansısa serialda bu mahnını eşitmişdim. “Yanmış körpülər “.  Dəqiq yadımda deyil,2,0,
Ugzu6xB_iUsmLxIk_yR4AaABAg,"Daş yerində ağırdır. Elza xanım siz professional musiqiçisiniz, sizin ayağınızın bildiyini çox müğənninin başı bilmir. Əl çəkin şairlikdən, bu gözəl musiqiləriniz ilə bizləri feyziyab edin. ❤",1,0,❤
UgwM8e90F6KrcT_sXGN4AaABAg,Eliza xanım belə mahnılarının devabni istəyirik təssüf ki indi belə deyil pox kimi mahnılar cixarirsiz,0,0,
Ugz3VSkl6j9A9vYfVdx4AaABAg,Men Elza xanimin mahnilarini çox sevirem... çox təsüf ki indi belə mahnilar oxumur.. şairəm deyib ona yaraşmayan sözlerden şeirler oxyur... çox heyf bele əsərlərin sahibi indi zarafat məzə mövzusu olub... Elza xanim belke de bu yorumu heç görmeyecek ama isteyerdim ki görsün və ona son xaişm odur o şeirlerileri ilə yox bele əsərləri ilə yadda qalsn.. o şeirleri başndan keçsn bele gözəl xanim o tərzdə yadda qalmasn heyf....,15,1,
Ugyjwr15WAaRgvdCrlN4AaABAg,"En pisi bu idi ki, o gorushun son  gorush olmasini ikimiz de bilmirdik.Bu gorushden sonra ne men o men idim, ne o hemin qız oldu.Ikimiz de bashqa evlerde bashqa ad gunleri qeyd etmeye bashladiq.O menim dushuncerlerimde yashadi men ozumse o dushunceler icinde öldûm.",1,0,
